"node","_Intercept__estimate","_Intercept__p_value","neural_shift_estimate","neural_shift_p_value","poly_semantic_distance_3_1_estimate","poly_semantic_distance_3_1_p_value","poly_semantic_distance_3_2_estimate","poly_semantic_distance_3_2_p_value","poly_semantic_distance_3_3_estimate","poly_semantic_distance_3_3_p_value","neural_shift_poly_semantic_distance_3_1_estimate","neural_shift_poly_semantic_distance_3_1_p_value","neural_shift_poly_semantic_distance_3_2_estimate","neural_shift_poly_semantic_distance_3_2_p_value","neural_shift_poly_semantic_distance_3_3_estimate","neural_shift_poly_semantic_distance_3_3_p_value"
85,0.543301015208561,4.74757347829073e-57,0.00553235169826165,0.724627187642395,-2.46896706238615,0.000383937319601489,0.330294813681376,0.627288406074503,-0.190252578920913,0.787073441266156,1.0200189358741,0.10958698693681,0.245303978462423,0.69918585109594,0.193269191512118,0.759879484317781
86,0.543416887292322,2.95938965247352e-56,0.0058330897834992,0.690556626638566,-2.55429034762439,8.19545534955136e-05,0.863291240498253,0.178695804739813,0.913719269475888,0.168673218929592,1.13315106550728,0.0547506582381589,-0.283649906274351,0.629749666662738,-0.886927558846547,0.125751864119563
87,0.514965664348291,3.89752316736609e-55,0.0347419703625689,0.0700055954213262,-2.56146941777532,0.00154817513870028,1.56467514467531,0.0538488620755189,1.10104518218173,0.161830257465262,1.13909606498564,0.136929034591184,-0.990408012883614,0.196890888563134,-1.06207900608805,0.136527838049357
88,0.553911551802174,9.42789476397876e-60,-0.00534053971730792,0.778556937089163,-3.05246941509753,0.000123279700780951,-0.0764143596015823,0.923384774196546,-0.0571747162375968,0.944486443579271,1.60933952469048,0.0317710003319777,0.654440302168045,0.39076739810531,0.0679012378876304,0.930460746347325
89,0.538358106790776,1.47372294902485e-55,0.0114144261042618,0.444396016620473,-1.99092007623878,0.00172331545594494,1.36238714830211,0.0312606567446129,0.869109198294715,0.186886899139389,0.572891081359249,0.334208362939566,-0.832903431329861,0.166444422235017,-0.872253045543046,0.146715769687597
90,0.544414736103377,1.14993919037487e-57,0.00452052704699587,0.772486386627015,-1.6917203386079,0.0141885868376229,1.38670008730525,0.041843143809643,0.701095956389268,0.317114155363495,0.246074730365612,0.693302430835995,-0.805249470593425,0.195461493990756,-0.670215898547651,0.287187619736926
91,0.575855956208468,3.30768741191853e-62,-0.0254361517112984,0.193899703502796,-1.56756615781355,0.076624688042891,1.42557919966419,0.1237491395674,0.590277295831066,0.549198198831953,0.102572768805573,0.895314193743054,-0.789725812433779,0.342039592054449,-0.540595743804554,0.541474986738675
92,0.543876337624892,1.91788316681294e-57,0.00453213940882856,0.823007567764002,-1.7428373294072,0.0562095559643948,1.49563944160029,0.113953054554245,0.803509143975642,0.420103165041998,0.268626963560854,0.742206154299961,-0.864946588278539,0.31068768672747,-0.735958217798485,0.407008047973843
93,0.532615073441503,2.68572430248915e-56,0.0159887068628257,0.323471156017731,-2.18471156761291,0.00248534483614857,0.427764427315512,0.549929084621102,0.253634395081357,0.731937873408412,0.715821150832098,0.267590729985798,0.142013559954182,0.823190647150819,-0.243096196302501,0.696429846595984
94,0.516305086634126,1.00020238554961e-54,0.0311916710568084,0.0969348554567808,-2.46053752098906,0.00397256654773186,0.445966647940947,0.590968966381302,0.718142656480924,0.401805296131707,0.944671763469606,0.21365549926639,0.104722532311385,0.889609199174501,-0.687556286635788,0.378827349452937
95,0.54297453645661,4.86340257092411e-58,0.00556128152567038,0.737667282206195,-1.82032780423927,0.0166905149412951,0.598237891390232,0.431554268678704,0.444705298106988,0.563275923290733,0.345274990682655,0.609519048714806,-0.0272196724410673,0.968252844660513,-0.418000483623169,0.538660404375736
96,0.549855818555253,7.18377681330505e-59,-0.00113455736960055,0.95339987482564,-1.79687922937728,0.0404324310814325,1.19795570824227,0.177612360350056,0.227263575020545,0.804601185697474,0.315246518183011,0.684775411711085,-0.586268443893154,0.459473896044842,-0.212179315306481,0.792787550384461
97,0.539458478710738,9.14764171427545e-58,0.00921578054128358,0.610799468843998,-3.0803469885751,0.000147420515583018,0.631062351775452,0.441823060414522,0.35699708928907,0.676884538098328,1.56664911352683,0.0315253258229854,-0.0637202214218748,0.931682046903513,-0.349307163606643,0.645076593768755
98,0.541388676802707,8.32050848753181e-58,0.0075602989812554,0.657762267723983,-2.28555137443687,0.00204184271071509,0.848822748150561,0.247757704810502,0.147771855183977,0.83993848178171,0.831331718977832,0.224622762604815,-0.269387984576746,0.692754341276764,-0.137020105321289,0.833960881599274
99,0.547824101366187,6.12221038456772e-58,0.000539533345754231,0.971936616225056,-1.20984119270715,0.0839482949491578,1.35915225067121,0.0595879951521037,1.08514103855303,0.164689737538808,-0.24973536576584,0.68187034203077,-0.753792321726944,0.235515841103326,-1.00492631267422,0.140202513738931
100,0.529352486301284,6.78837605713606e-57,0.0199448168186023,0.280704662852904,-1.89163188699168,0.0171646471535493,1.48108087312927,0.0701771029393822,1.27098380857069,0.13623725965967,0.440091737456203,0.550249081880366,-0.895789915707579,0.24326414618557,-1.23701012860061,0.116486186152329
